00400000	MZ	"MZ"	char[2]
00a0e7f8	LFGMessage: LFG_PROPOSAL_UPDATE - Slot: %u, State: %d, ID: %u, Last ID: %u, Completed Mask: %X, silent %d, I Declined: %d, Party Declined: %d	"LFGMessage: LFG_PROPOSAL_UPDATE - Slot: %u, State: %d, ID: %u, Last ID: %u, Completed Mask: %X, silent %d, I Declined: %d, Party Declined: %d"	ds
00a0e888	LFGMessage: LFG_DISABLED	"LFGMessage: LFG_DISABLED"	ds
00a0e8a4	LFGMessage: LFG_UPDATE_SEARCH	"LFGMessage: LFG_UPDATE_SEARCH"	ds
00a0e8c8	LFGMessage: LFG_UPDATE_PARTY - Joined: %d, LfgJoined: %d, Queued: %d, Slot Count: %u, Proposal is valid: %d, In Party: %d	"LFGMessage: LFG_UPDATE_PARTY - Joined: %d, LfgJoined: %d, Queued: %d, Slot Count: %u, Proposal is valid: %d, In Party: %d"	ds
00a0e948	LFGMessage: LFG_UPDATE_PLAYER - Joined: %d, Queued: %d, Slot Count: %u, Proposal is valid: %d, In Party: %d	"LFGMessage: LFG_UPDATE_PLAYER - Joined: %d, Queued: %d, Slot Count: %u, Proposal is valid: %d, In Party: %d"	ds
00a0e9b4	%s%d%d	"%s%d%d"	ds
00a0e9bc	LFGMessage: LFG_OFFER_CONTINUE - Slot: %u	"LFGMessage: LFG_OFFER_CONTINUE - Slot: %u"	ds
00a0e9e8	LFG_PLAYER_REWARD: Receiving Item %u, Display %u, Quantity: %u	"LFG_PLAYER_REWARD: Receiving Item %u, Display %u, Quantity: %u"	ds
00a0ea28	LFGMessage: LFG_PLAYER_REWARD - Random Slot: %u, Actual Slot: %u, First: %d, Strangers: %u, Base Money: %d, Base XP: %d, Var Money: %d, Var XP: %d	"LFGMessage: LFG_PLAYER_REWARD - Random Slot: %u, Actual Slot: %u, First: %d, Strangers: %u, Base Money: %d, Base XP: %d, Var Money: %d, Var XP: %d"	ds
00a0eabc	LFGMessage: LFG_TELEPORT_DENIED - Reason: %u	"LFGMessage: LFG_TELEPORT_DENIED - Reason: %u"	ds
00a0eaec	healer	"healer"	ds
00a0eb04	Usage: SearchLFGSort("type")	"Usage: SearchLFGSort(\"type\")"	ds
00a0eb24	GetClickFrame	"GetClickFrame"	ds
00a0eb34	IsModifiedClick	"IsModifiedClick"	ds
00a0eb44	GetModifiedClick	"GetModifiedClick"	ds
00a0eb58	SetModifiedClick	"SetModifiedClick"	ds
00a0eb6c	GetModifiedClickAction	"GetModifiedClickAction"	ds
00a0eb84	GetNumModifiedClickActions	"GetNumModifiedClickActions"	ds
00a0eba0	SaveBindings	"SaveBindings"	ds
00a0ebb0	LoadBindings	"LoadBindings"	ds
00a0ebc0	GetCurrentBindingSet	"GetCurrentBindingSet"	ds
00a0ebd8	RunBinding	"RunBinding"	ds
00a0ebe4	GetBindingByKey	"GetBindingByKey"	ds
00a0ebf4	GetBindingAction	"GetBindingAction"	ds
00a0ec08	GetBindingKey	"GetBindingKey"	ds
00a0ec18	ClearOverrideBindings	"ClearOverrideBindings"	ds
00a0ec30	SetOverrideBindingClick	"SetOverrideBindingClick"	ds
00a0ec48	SetOverrideBindingMacro	"SetOverrideBindingMacro"	ds
00a0ec60	SetOverrideBindingItem	"SetOverrideBindingItem"	ds
00a0ec78	SetOverrideBindingSpell	"SetOverrideBindingSpell"	ds
00a0ec90	SetOverrideBinding	"SetOverrideBinding"	ds
00a0eca4	SetBindingClick	"SetBindingClick"	ds
00a0ecb4	SetBindingMacro	"SetBindingMacro"	ds
00a0ecc4	SetBindingItem	"SetBindingItem"	ds
00a0ecd4	SetBindingSpell	"SetBindingSpell"	ds
00a0ece4	SetBinding	"SetBinding"	ds
00a0ecf0	GetBinding	"GetBinding"	ds
00a0ecfc	GetNumBindings	"GetNumBindings"	ds
00a0ed30	SHIFT	"SHIFT"	ds
00a0ed38	RSHIFT-	"RSHIFT-"	ds
00a0ed40	LSHIFT-	"LSHIFT-"	ds
00a0ed48	SHIFT-	"SHIFT-"	ds
00a0ed50	RCTRL-	"RCTRL-"	ds
00a0ed58	LCTRL-	"LCTRL-"	ds
00a0ed60	CTRL-	"CTRL-"	ds
00a0ed68	RALT-	"RALT-"	ds
00a0ed70	LALT-	"LALT-"	ds
00a0ed88	JOYAXIS	"JOYAXIS"	ds
00a0ed90	BUTTON	"BUTTON"	ds
00a0ed98	JOYSTICK	"JOYSTICK"	ds
00a0eda4	JOYBUTTON	"JOYBUTTON"	ds
00a0edb0	MOUSEWHEELDOWN	"MOUSEWHEELDOWN"	ds
00a0edc0	MOUSEWHEELUP	"MOUSEWHEELUP"	ds
00a0edd0	JOYHAT	"JOYHAT"	ds
00a0edd8	JOYHATUP	"JOYHATUP"	ds
00a0ede4	JOYHATRIGHT	"JOYHATRIGHT"	ds
00a0edf0	JOYHATDOWN	"JOYHATDOWN"	ds
00a0edfc	JOYHATLEFT	"JOYHATLEFT"	ds
00a0ee08	BUTTON%d	"BUTTON%d"	ds
00a0ee14	BUTTON1	"BUTTON1"	ds
00a0ee1c	BUTTON3	"BUTTON3"	ds
00a0ee24	BUTTON2	"BUTTON2"	ds
00a0ee2c	Usage: GetBinding(index[, mode])	"Usage: GetBinding(index[, mode])"	ds
00a0ee50	Usage: GetBindingKey("COMMAND"[, mode])	"Usage: GetBindingKey(\"COMMAND\"[, mode])"	ds
00a0ee78	Usage: GetModifiedClickAction(index)	"Usage: GetModifiedClickAction(index)"	ds
00a0eea0	modifiedclick %s %s
	"modifiedclick %s %s\r\n"	ds
00a0eeb8	bind %s %s
	"bind %s %s\r\n"	ds
00a0eec8	BINDINGMODE %d
	"BINDINGMODE %d\r\n"	ds
00a0eefc	Usage: RunBinding("COMMAND")	"Usage: RunBinding(\"COMMAND\")"	ds
00a0ef1c	Usage: SetModifiedClick("action", "binding")	"Usage: SetModifiedClick(\"action\", \"binding\")"	ds
00a0ef4c	SetModifiedClick(): Unknown action (%s) or binding (%s)	"SetModifiedClick(): Unknown action (%s) or binding (%s)"	ds
00a0ef84	Usage: GetModifiedClick("action")	"Usage: GetModifiedClick(\"action\")"	ds
00a0efa8	Usage: ClearOverrideBindings(owner)	"Usage: ClearOverrideBindings(owner)"	ds
00a0f01c	.\UIBindings.cpp	".\\UIBindings.cpp"	ds
00a0f030	CLICK 	"CLICK "	ds
00a0f038	MACRO 	"MACRO "	ds
00a0f040	ITEM 	"ITEM "	ds
00a0f048	SPELL 	"SPELL "	ds
00a0f050	Usage: GetBindingAction("KEY"[, checkOverride][, mode])	"Usage: GetBindingAction(\"KEY\"[, checkOverride][, mode])"	ds
00a0f088	Usage: GetBindingByKey("action"[, mode])	"Usage: GetBindingByKey(\"action\"[, mode])"	ds
00a0f0b4	TOGGLEMOUSE	"TOGGLEMOUSE"	ds
00a0f0c0	Found modified click with no action in %s	"Found modified click with no action in %s"	ds
00a0f0ec	default	"default"	ds
00a0f0f4	Modified click %s is defined more than once in %s	"Modified click %s is defined more than once in %s"	ds
00a0f128	action	"action"	ds
00a0f130	TILDE	"TILDE"	ds
00a0f138	PERIOD	"PERIOD"	ds
00a0f140	COMMA	"COMMA"	ds
00a0f148	APOSTROPHE	"APOSTROPHE"	ds
00a0f154	SEMICOLON	"SEMICOLON"	ds
00a0f160	BACKSLASH	"BACKSLASH"	ds
00a0f16c	SLASH	"SLASH"	ds
00a0f174	RIGHTBRACKET	"RIGHTBRACKET"	ds
00a0f184	LEFTBRACKET	"LEFTBRACKET"	ds
00a0f190	FOCUSCAST	"FOCUSCAST"	ds
00a0f19c	SELFCAST	"SELFCAST"	ds
00a0f1a8	Usage: SetBinding("KEY"[, "COMMAND"][, mode])	"Usage: SetBinding(\"KEY\"[, \"COMMAND\"][, mode])"	ds
00a0f1d8	Usage: SetBindingSpell("KEY", "spellname"[, mode])	"Usage: SetBindingSpell(\"KEY\", \"spellname\"[, mode])"	ds
00a0f20c	SPELL %s	"SPELL %s"	ds
00a0f218	Usage: SetBindingItem("KEY", "itemname"[, mode])	"Usage: SetBindingItem(\"KEY\", \"itemname\"[, mode])"	ds
00a0f24c	ITEM %s	"ITEM %s"	ds
00a0f254	Usage: SetBindingMacro("KEY", "macroname"|macroid[, mode])	"Usage: SetBindingMacro(\"KEY\", \"macroname\"|macroid[, mode])"	ds
00a0f290	MACRO %s	"MACRO %s"	ds
00a0f2a0	Usage: SetBindingClick("KEY", "buttonName"[, "mouseButton"][, mode])	"Usage: SetBindingClick(\"KEY\", \"buttonName\"[, \"mouseButton\"][, mode])"	ds
00a0f2e8	CLICK %s:%s	"CLICK %s:%s"	ds
00a0f2f8	Usage: SetOverrideBinding(owner, isPriority, "KEY"[, "COMMAND"])	"Usage: SetOverrideBinding(owner, isPriority, \"KEY\"[, \"COMMAND\"])"	ds
00a0f340	Usage: SetOverrideBindingSpell(owner, isPriority, "KEY", "spellname")	"Usage: SetOverrideBindingSpell(owner, isPriority, \"KEY\", \"spellname\")"	ds
00a0f388	Usage: SetOverrideBindingItem(owner, isPriority, "KEY", "itemname")	"Usage: SetOverrideBindingItem(owner, isPriority, \"KEY\", \"itemname\")"	ds
00a0f3d0	Usage: SetOverrideBindingMacro(owner, isPriority, "KEY", "macroname"|macroid)	"Usage: SetOverrideBindingMacro(owner, isPriority, \"KEY\", \"macroname\"|macroid)"	ds
00a0f420	Usage: SetOverrideBindingClick(owner, isPriority, "KEY", "buttonName"[, "mouseButton"])	"Usage: SetOverrideBindingClick(owner, isPriority, \"KEY\", \"buttonName\"[, \"mouseButton\"])"	ds
00a0f478	Usage: LoadBindings(0||1||2)	"Usage: LoadBindings(0||1||2)"	ds
00a0f498	Usage: SaveBindings(1||2)	"Usage: SaveBindings(1||2)"	ds
00a0f4b4	Usage: GetClickFrame("name")	"Usage: GetClickFrame(\"name\")"	ds
00a0f4d4	modifiedclick 	"modifiedclick "	ds
00a0f4e4	bind 	"bind "	ds
00a0f4ec	BINDINGMODE 	"BINDINGMODE "	ds
00a0f4fc	DefaultBindings	"DefaultBindings"	ds
00a0f50c	WTF\DefaultBindings.wtf	"WTF\\DefaultBindings.wtf"	ds
00a0f524	Found binding with no name in %s	"Found binding with no name in %s"	ds
00a0f548	angle	"angle"	ds
00a0f550	pressure	"pressure"	ds
00a0f55c	runOnUp	"runOnUp"	ds
00a0f564	return function(keystate, pressure, angle, precision) %s end	"return function(keystate, pressure, angle, precision) %s end"	ds
00a0f5a4	joystick	"joystick"	ds
00a0f5b0	Binding header %s is defined more than once in %s	"Binding header %s is defined more than once in %s"	ds
00a0f5e4	HEADER_%s	"HEADER_%s"	ds
00a0f5f0	header	"header"	ds
00a0f5f8	Binding %s is defined more than once in %s	"Binding %s is defined more than once in %s"	ds
00a0f624	windows	"windows"	ds
00a0f62c	platform	"platform"	ds
00a0f638	debug	"debug"	ds
00a0f640	Unknown node type %s in %s	"Unknown node type %s in %s"	ds
00a0f65c	ModifiedClick	"ModifiedClick"	ds
00a0f66c	Binding	"Binding"	ds
00a0f674	Couldn't parse XML in %s	"Couldn't parse XML in %s"	ds
00a0f690	Couldn't open %s	"Couldn't open %s"	ds
00a0f6a4	GetRunningMacroButton	"GetRunningMacroButton"	ds
00a0f6bc	GetRunningMacro	"GetRunningMacro"	ds
00a0f6cc	GetMacroIndexByName	"GetMacroIndexByName"	ds
00a0f6e0	PickupMacro	"PickupMacro"	ds
00a0f6ec	GetMacroItemIconInfo	"GetMacroItemIconInfo"	ds
00a0f704	GetMacroIconInfo	"GetMacroIconInfo"	ds
00a0f718	GetNumMacroItemIcons	"GetNumMacroItemIcons"	ds
00a0f730	GetNumMacroIcons	"GetNumMacroIcons"	ds
00a0f744	GetMacroSpell	"GetMacroSpell"	ds
00a0f754	SetMacroSpell	"SetMacroSpell"	ds
00a0f764	GetMacroItem	"GetMacroItem"	ds
00a0f774	SetMacroItem	"SetMacroItem"	ds
00a0f784	EditMacro	"EditMacro"	ds
00a0f790	DeleteMacro	"DeleteMacro"	ds
00a0f79c	GetMacroBody	"GetMacroBody"	ds
00a0f7ac	GetMacroInfo	"GetMacroInfo"	ds
00a0f7bc	GetNumMacros	"GetNumMacros"	ds
00a0f7cc	CreateMacro	"CreateMacro"	ds
00a0f7d8	StopMacro	"StopMacro"	ds
00a0f7e4	RunMacroText	"RunMacroText"	ds
00a0f7f4	RunMacro	"RunMacro"	ds
00a0f800	SecureCmdOptionParse	"SecureCmdOptionParse"	ds
00a0f818	Interface\Icons\	"Interface\\Icons\\"	ds
00a0f83c	QueryCastSequence	"QueryCastSequence"	ds
00a0f850	INV_Misc_QuestionMark	"INV_Misc_QuestionMark"	ds
00a0f868	Usage: SecureCmdOptionParse("options")	"Usage: SecureCmdOptionParse(\"options\")"	ds
00a0f890	Usage: GetMacroIconInfo(index)	"Usage: GetMacroIconInfo(index)"	ds
00a0f8b0	Usage: GetMacroItemIconInfo(index)	"Usage: GetMacroItemIconInfo(index)"	ds
00a0f8d4	.\UIMacros.cpp	".\\UIMacros.cpp"	ds
00a0f8e8	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\wow\source\ui\UIMacros.h	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\wow\\source\\ui\\UIMacros.h"	ds
00a0f94c	Spell_	"Spell_"	ds
00a0f954	Ability_	"Ability_"	ds
00a0f960	tooltip	"tooltip"	ds
00a0f968	#show	"#show"	ds
00a0f970	SLASH_EQUIP_TO_SLOT	"SLASH_EQUIP_TO_SLOT"	ds
00a0f984	SLASH_EQUIP	"SLASH_EQUIP"	ds
00a0f990	SLASH_USERANDOM	"SLASH_USERANDOM"	ds
00a0f9a0	SLASH_USE	"SLASH_USE"	ds
00a0f9ac	SLASH_CASTSEQUENCE	"SLASH_CASTSEQUENCE"	ds
00a0f9c0	SLASH_CASTRANDOM	"SLASH_CASTRANDOM"	ds
00a0f9d4	SLASH_CAST	"SLASH_CAST"	ds
00a0f9e0	Usage: RunMacroText("text" [, "button"])	"Usage: RunMacroText(\"text\" [, \"button\"])"	ds
00a0fa0c	Usage: GetMacroIndexByName(name)	"Usage: GetMacroIndexByName(name)"	ds
00a0fa30	END
	"END\r\n"	ds
00a0fa38	MACRO %d "%s" %s
	"MACRO %d \"%s\" %s\r\n"	ds
00a0fa4c	Usage: SetMacroItem(macro, item [,target])	"Usage: SetMacroItem(macro, item [,target])"	ds
00a0fa78	Usage: SetMacroSpell(macro, spell [,target])	"Usage: SetMacroSpell(macro, spell [,target])"	ds
00a0fac0	MACRO	"MACRO"	ds
00a0fac8	Usage: CreateMacro(name, iconIndex, body, perCharacter)	"Usage: CreateMacro(name, iconIndex, body, perCharacter)"	ds
00a0fb00	CreateMacro() failed, no name specified	"CreateMacro() failed, no name specified"	ds
00a0fb28	CreateMacro() failed, already have %d macros	"CreateMacro() failed, already have %d macros"	ds
00a0fb58	CommentatorGetSkirmishMode	"CommentatorGetSkirmishMode"	ds
00a0fb74	CommentatorRequestSkirmishMode	"CommentatorRequestSkirmishMode"	ds
00a0fb94	CommentatorStartSkirmishMatch	"CommentatorStartSkirmishMatch"	ds
00a0fbb4	CommentatorGetSkirmishQueuePlayerInfo	"CommentatorGetSkirmishQueuePlayerInfo"	ds
00a0fbdc	CommentatorGetSkirmishQueueCount	"CommentatorGetSkirmishQueueCount"	ds
00a0fc00	CommentatorRequestSkirmishQueueData	"CommentatorRequestSkirmishQueueData"	ds
00a0fc24	CommentatorSetSkirmishMatchmakingMode	"CommentatorSetSkirmishMatchmakingMode"	ds
00a0fc4c	CommentatorSetTargetHeightOffset	"CommentatorSetTargetHeightOffset"	ds
00a0fc70	CommentatorSetCameraCollision	"CommentatorSetCameraCollision"	ds
00a0fc90	CommentatorSetMoveSpeed	"CommentatorSetMoveSpeed"	ds
00a0fca8	CommentatorSetBattlemaster	"CommentatorSetBattlemaster"	ds
00a0fcc4	CommentatorRemovePlayer	"CommentatorRemovePlayer"	ds
00a0fcdc	CommentatorAddPlayer	"CommentatorAddPlayer"	ds
00a0fcf4	CommentatorStartInstance	"CommentatorStartInstance"	ds
00a0fd10	CommentatorGetCurrentMapID	"CommentatorGetCurrentMapID"	ds
00a0fd2c	CommentatorGetCamera	"CommentatorGetCamera"	ds
00a0fd44	CommentatorSetCamera	"CommentatorSetCamera"	ds
00a0fd5c	CommentatorZoomOut	"CommentatorZoomOut"	ds
00a0fd70	CommentatorZoomIn	"CommentatorZoomIn"	ds
00a0fd84	CommentatorLookatPlayer	"CommentatorLookatPlayer"	ds
00a0fd9c	CommentatorFollowPlayer	"CommentatorFollowPlayer"	ds
00a0fdb4	CommentatorGetPlayerInfo	"CommentatorGetPlayerInfo"	ds
00a0fdd0	CommentatorGetNumPlayers	"CommentatorGetNumPlayers"	ds
00a0fdec	CommentatorExitInstance	"CommentatorExitInstance"	ds
00a0fe04	CommentatorEnterInstance	"CommentatorEnterInstance"	ds
00a0fe20	CommentatorGetInstanceInfo	"CommentatorGetInstanceInfo"	ds
00a0fe3c	CommentatorGetMapInfo	"CommentatorGetMapInfo"	ds
00a0fe54	CommentatorGetNumMaps	"CommentatorGetNumMaps"	ds
00a0fe6c	CommentatorUpdateMapInfo	"CommentatorUpdateMapInfo"	ds
00a0fe88	CommentatorUpdatePlayerInfo	"CommentatorUpdatePlayerInfo"	ds
00a0fea4	CommentatorSetPlayerIndex	"CommentatorSetPlayerIndex"	ds
00a0fec0	CommentatorSetMapAndInstanceIndex	"CommentatorSetMapAndInstanceIndex"	ds
00a0fee4	CommentatorGetMode	"CommentatorGetMode"	ds
00a0fef8	CommentatorToggleMode	"CommentatorToggleMode"	ds
00a0ff10	CommentatorSetMode	"CommentatorSetMode"	ds
00a0ff5b	B.\CommentatorFrame.cpp	"B.\\CommentatorFrame.cpp"	ds
00a0ff74	no map at that index	"no map at that index"	ds
00a0ff8c	Usage: CommentatorGetMapInfo(mapIndex)	"Usage: CommentatorGetMapInfo(mapIndex)"	ds
00a0ffb4	Usage: CommentatorGetMapInfo(mapIndex,instanceIndex)	"Usage: CommentatorGetMapInfo(mapIndex,instanceIndex)"	ds
00a0ffec	no instance at that index	"no instance at that index"	ds
00a10008	Unable to enter instance.	"Unable to enter instance."	ds
00a10024	Error: faction index too large	"Error: faction index too large"	ds
00a10044	Usage: CommentatorGetNumPlayers(faction)	"Usage: CommentatorGetNumPlayers(faction)"	ds
00a10070	Usage: CommentatorGetPlayerInfo(factionIndex,playerIndex)	"Usage: CommentatorGetPlayerInfo(factionIndex,playerIndex)"	ds
00a100ac	Unable to find instance.	"Unable to find instance."	ds
00a100c8	Usage: CommentatorFollowPlayer(factionIndex,playerIndex)	"Usage: CommentatorFollowPlayer(factionIndex,playerIndex)"	ds
00a10104	Usage: CommentatorLookatPlayer(factionIndex,playerIndex)	"Usage: CommentatorLookatPlayer(factionIndex,playerIndex)"	ds
00a10140	Usage: CommentatorSetMapAndInstanceIndex(mapIndex,instanceIndex)	"Usage: CommentatorSetMapAndInstanceIndex(mapIndex,instanceIndex)"	ds
00a10184	Usage: CommentatorSetPlayerIndex(factionIndex,playerIndex)	"Usage: CommentatorSetPlayerIndex(factionIndex,playerIndex)"	ds
00a101c0	Error: player index too large	"Error: player index too large"	ds
00a101e0	Usage: CommentatorSetCamera(xPos,yPos,zPos,yaw,pitch,fov)	"Usage: CommentatorSetCamera(xPos,yPos,zPos,yaw,pitch,fov)"	ds
00a10220	Usage: CommentatorStartInstance(mapID,teamSize,minLevel,maxLevel)	"Usage: CommentatorStartInstance(mapID,teamSize,minLevel,maxLevel)"	ds
00a10264	Unknown team size. Use 2, 3, or 5.	"Unknown team size. Use 2, 3, or 5."	ds
00a10288	Battlemaster must be set first.	"Battlemaster must be set first."	ds
00a102a8	Must target a player.	"Must target a player."	ds
00a102c0	Usage: CommentatorAddPlayer(teamNumber)	"Usage: CommentatorAddPlayer(teamNumber)"	ds
00a102e8	Must set Battlemaster first.	"Must set Battlemaster first."	ds
00a10308	Must select an instance first.	"Must select an instance first."	ds
00a10328	A player must be targeted.	"A player must be targeted."	ds
00a10344	Error: Index of current player is invalid.	"Error: Index of current player is invalid."	ds
00a10370	Error: Faction of current player is invalid.	"Error: Faction of current player is invalid."	ds
00a103a0	Targeted unit is not a Battlemaster.	"Targeted unit is not a Battlemaster."	ds
00a103c8	Battlemaster must be targeted.	"Battlemaster must be targeted."	ds
00a103e8	Usage: CommentatorSetMoveSpeed(speed)	"Usage: CommentatorSetMoveSpeed(speed)"	ds
00a10410	Usage: CommentatorSetCameraCollision(bool enable)	"Usage: CommentatorSetCameraCollision(bool enable)"	ds
00a10444	Usage: CommentatorSetTargetHeightOffset(float offset)	"Usage: CommentatorSetTargetHeightOffset(float offset)"	ds
00a10498	.\ChatBubbleFrame.cpp	".\\ChatBubbleFrame.cpp"	ds
00a104b8	NAMEPLATE_FONT	"NAMEPLATE_FONT"	ds
00a104c8	Interface\Tooltips\ChatBubble-Tail	"Interface\\Tooltips\\ChatBubble-Tail"	ds
00a104ec	Interface\Tooltips\ChatBubble-Backdrop	"Interface\\Tooltips\\ChatBubble-Backdrop"	ds
00a10514	Interface\Tooltips\ChatBubble-Background	"Interface\\Tooltips\\ChatBubble-Background"	ds
00a10674	RespondMailLockSendItem	"RespondMailLockSendItem"	ds
00a1068c	AutoLootMailItem	"AutoLootMailItem"	ds
00a106a0	SetSendMailShowing	"SetSendMailShowing"	ds
00a106b4	GetLatestThreeSenders	"GetLatestThreeSenders"	ds
00a106cc	CanComplainInboxItem	"CanComplainInboxItem"	ds
00a106e4	ComplainInboxItem	"ComplainInboxItem"	ds
00a106f8	HasNewMail	"HasNewMail"	ds
00a10704	InboxItemCanDelete	"InboxItemCanDelete"	ds
00a10718	DeleteInboxItem	"DeleteInboxItem"	ds
00a10728	ReturnInboxItem	"ReturnInboxItem"	ds
00a10738	TakeInboxTextItem	"TakeInboxTextItem"	ds
00a1074c	TakeInboxItem	"TakeInboxItem"	ds
00a1075c	TakeInboxMoney	"TakeInboxMoney"	ds
00a1076c	GetInboxItemLink	"GetInboxItemLink"	ds
00a10780	GetInboxItem	"GetInboxItem"	ds
00a10790	GetInboxInvoiceInfo	"GetInboxInvoiceInfo"	ds
00a107a4	GetInboxText	"GetInboxText"	ds
00a107b4	GetInboxHeaderInfo	"GetInboxHeaderInfo"	ds
00a107c8	GetInboxNumItems	"GetInboxNumItems"	ds
00a107dc	CheckInbox	"CheckInbox"	ds
00a107e8	SendMail	"SendMail"	ds
00a107f4	GetSendMailPrice	"GetSendMailPrice"	ds
00a10808	GetSendMailItemLink	"GetSendMailItemLink"	ds
00a1081c	GetSendMailItem	"GetSendMailItem"	ds
00a1082c	SelectPackage	"SelectPackage"	ds
00a1083c	GetPackageInfo	"GetPackageInfo"	ds
00a1084c	GetNumPackages	"GetNumPackages"	ds
00a1085c	GetSelectedStationeryTexture	"GetSelectedStationeryTexture"	ds
00a1087c	SelectStationery	"SelectStationery"	ds
00a10890	GetStationeryInfo	"GetStationeryInfo"	ds
00a108a4	GetNumStationeries	"GetNumStationeries"	ds
00a108b8	GetSendMailCOD	"GetSendMailCOD"	ds
00a108c8	SetSendMailCOD	"SetSendMailCOD"	ds
00a108d8	GetSendMailMoney	"GetSendMailMoney"	ds
00a108ec	SetSendMailMoney	"SetSendMailMoney"	ds
00a10900	ClickSendMailItemButton	"ClickSendMailItemButton"	ds
00a10918	ClearSendMail	"ClearSendMail"	ds
00a10928	CloseMail	"CloseMail"	ds
00a10934	Usage: SetSendMailShowing(bool)	"Usage: SetSendMailShowing(bool)"	ds
00a10954	Usage: SetSendMailCOD(amount)	"Usage: SetSendMailCOD(amount)"	ds
00a10974	GM_EMAIL_NAME	"GM_EMAIL_NAME"	ds
00a10984	Usage: GetStationeryInfo(index)	"Usage: GetStationeryInfo(index)"	ds
00a109a4	Usage: SelectStationery(index)	"Usage: SelectStationery(index)"	ds
00a109c4	Usage: GetPackageInfo(index)	"Usage: GetPackageInfo(index)"	ds
00a109e4	Usage: SelectPackage(index)	"Usage: SelectPackage(index)"	ds
00a10a00	.\MailInfo.cpp	".\\MailInfo.cpp"	ds
00a10a10	COD_PAYMENT	"COD_PAYMENT"	ds
00a10a1c	Usage: GetInboxHeaderInfo(index)	"Usage: GetInboxHeaderInfo(index)"	ds
00a10a40	buyer	"buyer"	ds
00a10a48	seller_temp_invoice	"seller_temp_invoice"	ds
00a10a5c	seller	"seller"	ds
00a10a64	%16I64X:%d:%d	"%16I64X:%d:%d"	ds
00a10a74	%16I64X:%d:%d:%d:%d:%d:%d	"%16I64X:%d:%d:%d:%d:%d:%d"	ds
00a10a90	%16I64X:%d:%d:%d:%d	"%16I64X:%d:%d:%d:%d"	ds
00a10aa4	Usage: GetInboxInvoiceInfo(index)	"Usage: GetInboxInvoiceInfo(index)"	ds
00a10ac8	Usage: GetInboxItemLink(messageIndex, attachIndex)	"Usage: GetInboxItemLink(messageIndex, attachIndex)"	ds
00a10afc	Usage: TakeInboxMoney(index)	"Usage: TakeInboxMoney(index)"	ds
00a10b1c	Usage: TakeInboxTextItem(index)	"Usage: TakeInboxTextItem(index)"	ds
00a10b3c	Usage: ReturnInboxItem(index)	"Usage: ReturnInboxItem(index)"	ds
00a10b5c	Usage: DeleteInboxItem(index)	"Usage: DeleteInboxItem(index)"	ds
00a10b7c	Usage: InboxItemCanDelete(index)	"Usage: InboxItemCanDelete(index)"	ds
00a10ba0	Usage: RespondMailLockSendItem(slot, keepItem)	"Usage: RespondMailLockSendItem(slot, keepItem)"	ds
00a10bd0	AUCTION_REMOVED_MAIL_SUBJECT	"AUCTION_REMOVED_MAIL_SUBJECT"	ds
00a10bf0	AUCTION_EXPIRED_MAIL_SUBJECT	"AUCTION_EXPIRED_MAIL_SUBJECT"	ds
00a10c10	AUCTION_INVOICE_MAIL_SUBJECT	"AUCTION_INVOICE_MAIL_SUBJECT"	ds
00a10c30	AUCTION_SOLD_MAIL_SUBJECT	"AUCTION_SOLD_MAIL_SUBJECT"	ds
00a10c4c	AUCTION_WON_MAIL_SUBJECT	"AUCTION_WON_MAIL_SUBJECT"	ds
00a10c68	AUCTION_OUTBID_MAIL_SUBJECT	"AUCTION_OUTBID_MAIL_SUBJECT"	ds
00a10c84	CALENDAR_EVENT_REMOVED_MAIL_SUBJECT	"CALENDAR_EVENT_REMOVED_MAIL_SUBJECT"	ds
00a10ca8	CALENDAR_INVITE_REMOVED_MAIL_SUBJECT	"CALENDAR_INVITE_REMOVED_MAIL_SUBJECT"	ds
00a10cd0	Usage: SetSendMailMoney(amount)	"Usage: SetSendMailMoney(amount)"	ds
00a10cf0	Usage: SendMail(target, subject, body)	"Usage: SendMail(target, subject, body)"	ds
00a10d18	CALENDAR_EVENT_REMOVED_MAIL_BODY	"CALENDAR_EVENT_REMOVED_MAIL_BODY"	ds
00a10d3c	CALENDAR_INVITE_REMOVED_MAIL_BODY	"CALENDAR_INVITE_REMOVED_MAIL_BODY"	ds
00a10d60	Usage: GetInboxText(index)	"Usage: GetInboxText(index)"	ds
